ParticipantId,Town/City Size,Age,Community Type,Education,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Migrant Status,Personal Income,Country Of Residence,Household Income,Years of Residence,Race,Employment Status,all_use,all_dd_1,all_dd_2,all_dd_3,all_dd_4,thoughts_BC_A,feel_BC_A,battery_BC_A_1,battery_BC_A_2,battery_BC_A_3,feel_OS_A,battery_OS_A_1,battery_OS_A_2,battery_OS_A_3,feel_DS_A,battery_DS_A_1,battery_DS_A_2,battery_DS_A_3,feel_HD_A,battery_HD_A_1,battery_HD_A_2,battery_HD_A_3,thoughts_A_compare,feel_A_compare,like_A_compare,stands_A_compare,thoughts_EX_B,feel_EX_B,battery_EX_B_1,battery_EX_B_2,battery_EX_B_3,feel_DS_B,battery_DS_B_1,battery_DS_B_2,battery_DS_B_3,feel_HD_B,battery_HD_B_1,battery_HD_B_2,battery_HD_B_3,feel_OS_B,battery_OS_B_1,battery_OS_B_2,battery_OS_B_3,thoughts_B_compare,feel_B_compare,like_B_compare,If_stand_out,thoughts_YOU_C,like_YOU_C,battery_YOU_C_1,battery_YOU_C_2,battery_YOU_C_3,feel_OS_C,battery_OS_C_1,battery_OS_C_2,battery_OS_C_3,feel_HD_C,battery_HD_C_1,battery_HD_C_2,battery_HD_C_3,feel_DS_C,battery_DS_C_1,battery_DS_C_2,battery_DS_C_3,thoughts_C_compare,feel_C_compare,like_C_compare,stands_C_compare,thoughts_AXE_D,feel_AXE_D,battery_AXE_D_1,battery_AXE_D_2,battery_AXE_D_3,feel_HD_D,QID60_1,QID60_2,QID60_3,feel_DS_D,battery_DS_D_1,battery_DS_D_2,battery_DS_D_3,feel_OS_D,battery_OS_D_1,battery_OS_D_2,battery_OS_D_3,treatment,treatment_YOU,treatment_EX
30A878EF679F4E25BBE0E88D6CAE8F44,"City 200,000+",55,"Urban – Densely populated, city or large town","Some college, but no degree","Transportation, Distribution & Logistics",Single,Independent,"Yes, Mexican, Mexican Am., Chicano",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",My whole life,White,Part-time,I don't use deodorant,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A high definition scent not sure what that would be.,Neutral,Neutral,Somewhat Disagree,Disagree,Like it,Agree,Neutral,Neutral,Somewhat Like it,Neutral,Somewhat Disagree,Neutral,Like it,Somewhat Agree,Neutral,Somewhat Agree,It really doesn't tell you anything about the product,3,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,1,
99997F91ABA741E9B493AF5A3DD37848,"City 200,000+",36,"Urban – Densely populated, city or large town","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Information Technology,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$10,000-$19,999",My whole life,White,Unemployed,I use deodorant,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I like it, it fits any customer, past customers, current customers, etc. ",Like it,Agree,Agree,Agree,Like it,Agree,Disagree,Agree,Dislike it,Strongly Disgaree,Strongly Disgaree,Strongly Disgaree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,"Its much better than the current one, connects better and more broadly.",7,Strongly Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
77BCB91AD68445499F0FE58BF2616AA4,"City 200,000+",44,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Education & Training,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano","I was born in the United States, but both of my parents were not","$90,000-$99,999",United States,"$90,000-$99,999",Over 20 years,White,Full-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,"I don't get the tagline, 'The Ex'. Not sure how it is related to deoderant",Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,"I don't understand what the tagline means, The Ex.",3,Somewhat Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29537D57202C46C682A1A86370126028,"City 200,000+",31,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$40,000-$49,999",My whole life,Black or African American,Full-time,I use deodorant,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think it is boring and it recognizes that it wasn't good enough. ,Dislike it,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,I think that is is unnecessary and admits they needed to be better.,2,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,1,
60559532ABEE43B58CFC5635245CF5CD,"City 200,000+",52,"Urban – Densely populated, city or large town","Some college, but no degree",Information Technology,Single,Independent,"Yes, Mexican, Mexican Am., Chicano",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",Over 20 years,White,Part-time,I use deodorant,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To me it refers to the Axe commercials from a few years ago. That's what comes to mind when I see ""Axe Effect"".",Neutral,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Dislike it,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Like it,Agree,Agree,Agree,0,0,0
D1DB52035DA44D2299EF920A5BE63D37,"City 200,000+",32,"Urban – Densely populated, city or large town","Associate degree (for example: AA, AS)",Government & Public Administration,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$40,000-$49,999",My whole life,White,Full-time,I use deodorant,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,I think they're trying to hard. Axe the ex insinuates to get rid of an old lover. That has nothing to do with deodorant. ,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Like it,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Like it,Strongly Agree,Strongly Agree,Strongly Agree,I think they should've stuck with the old tagline.,1,Strongly Dislike it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
D528F5800F3149D48D843E454BA78585,"City 200,000+",43,"Urban – Densely populated, city or large town","Associate degree (for example: AA, AS)",Finance,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Full-time,I use deodorant,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disgusting chemical trash,Strongly Dislike it,Strongly Disgaree,Strongly Disgaree,Strongly Disgaree,Somewhat Like it,Somewhat Agree,Agree,Somewhat Agree,Strongly Like it,Strongly Agree,Agree,Strongly Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,0,0,0
06C93664B7A04908929B233CF2DF1E7C,"City 100,000 - 199,000",25,"Suburban – Mainly residential, bordering a city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Arts,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$50,000-$59,999",My whole life,Black or African American,Part-time,I don't use deodorant,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct and eye-catching,Somewhat Dislike it,Agree,Strongly Agree,Disagree,Like it,Agree,Agree,Somewhat Disagree,Somewhat Dislike it,Agree,Strongly Agree,Somewhat Disagree,Somewhat Like it,Strongly Agree,Somewhat Disagree,Somewhat Agree,0,0,0
536051EF5F0D4CC4B6792FE3B135C758,"City 100,000 - 199,000",43,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Retired,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",My whole life,White,Retired,I use deodorant,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,violent,Strongly Dislike it,Strongly Disgaree,Disagree,Strongly Disgaree,Like it,Agree,Agree,Agree,Like it,Agree,Somewhat Agree,Agree,Somewhat Like it,Somewhat Agree,Somewhat Disagree,Somewhat Agree,weird and violent,1,Strongly Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BD3A1E0E43374D51A691CD4B85EF55A4,"City 100,000 - 199,000",25,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Retail,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano","I was born in the United States, but both of my parents were not","$10,000-$19,999",United States,"$30,000-$39,999",My whole life,White,Part-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,It took a few seconds to register to what it meant but overall I like it. ,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Like it,Agree,Neutral,Agree,I like it more than the current tagline. ,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3546B61D42AA4E4AB3CB58BCF7DB5BE2,"City 200,000+",50,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Finance,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$80,000-$89,999",My whole life,White,Full-time,I use deodorant,2,1,4,3,"It's a little too macho for my taste, but it's not terrible.",Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Like it,Strongly Agree,Agree,Strongly Agree,Somewhat Like it,Somewhat Agree,Agree,Somewhat Agree,Like it,Somewhat Agree,Somewhat Agree,Agree,"I don't really like the word ""Bro"" it's a little too juvenile for me, but teenagers would probably like it.",3,Somewhat Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FEAFA16580DF409F86440C2E1F75D57A,"City 200,000+",35,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Retail,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano","I was born in the United States, but both of my parents were not","$50,000-$59,999",United States,"$50,000-$59,999",5-10 years,White,Full-time,I use deodorant,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interesting and uplifting,Somewhat Like it,Agree,Agree,Agree,Somewhat Like it,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Somewhat Like it,Agree,Agree,Agree,it fits well,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
483FAEE7D7F045C9890CFC1D3A68CCEF,"City 200,000+",38,"Suburban – Mainly residential, bordering a city or large town",High school graduate - high school diploma or the equivalent (for example: GED),"Science, Technology, Engineering & Mathematics",Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Full-time,I use deodorant,4,3,2,1,Tries too hard to be hip,Neutral,Disagree,Strongly Disgaree,Strongly Disgaree,Neutral,Neutral,Neutral,Strongly Disgaree,Like it,Agree,Strongly Agree,Agree,Like it,Strongly Agree,Neutral,Strongly Agree,"Same thing as before, tries too hard to be hip.",1,Strongly Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
570E4E9885394B7A94B82FDA41DB5FB5,"City 200,000+",37,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,In a relationship,Republican,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$90,000-$99,999",My whole life,White,Part-time,I use deodorant,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Its very on brand for Axe. Loud and to the point. I like it. ,Strongly Like it,Agree,Strongly Agree,Agree,Dislike it,Disagree,Disagree,Disagree,Somewhat Dislike it,Neutral,Neutral,Somewhat Disagree,Somewhat Like it,Agree,Somewhat Agree,Agree,0,0,0
A7F43F1957C44B7DA6ECC73C9058EA94,"City 200,000+",49,"Suburban – Mainly residential, bordering a city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Information Technology,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Full-time,I use deodorant,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,I think it is somewhat funny.,Like it,Agree,Agree,Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,I think it is pretty memorable.,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EAF9D111AF6944BAB759F9C1062EEBF6,"City 100,000 - 199,000",49,"Urban – Densely populated, city or large town","Associate degree (for example: AA, AS)",Information Technology,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$80,000-$89,999",United States,"$80,000-$89,999",My whole life,White,Full-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I like that they are rebranding and showing that they are different than they used to be.,Dislike it,Disagree,Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,0,0,0
6DF4BAC26DEE4F9FA7C0B8D08891B590,"City 200,000+",28,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Marketing and Sales,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",My whole life,White,Full-time,I use deodorant,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,I think it's pretty dumb,Strongly Like it,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Like it,Agree,Agree,Agree,It's still pretty dumb,1,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
632014DFCC4E429B86C29313DC858550,"City 200,000+",43,"Urban – Densely populated, city or large town","Some college, but no degree",Architecture and Construction,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$90,000-$99,999",My whole life,White,Full-time,I use deodorant,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it's ok but not that big a deal,Somewhat Like it,Somewhat Agree,Neutral,Somewhat Agree,Dislike it,Somewhat Disagree,Disagree,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,I guess it works for some people ,4,Somewhat Like it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,1,
218D74FFB32A4C838A88C6019A69DE91,"City 200,000+",73,"Urban – Densely populated, city or large town","Some college, but no degree",Medicine,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$40,000-$49,999",My whole life,White,Full-time,I use deodorant,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold and Creative,Somewhat Like it,Agree,Agree,Agree,Like it,Strongly Agree,Agree,Agree,Somewhat Dislike it,Disagree,Disagree,Disagree,Somewhat Dislike it,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Creative Brave,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
7A2FD3C07D83434E8933F2F44369452E,"City 100,000 - 199,000",35,"Urban – Densely populated, city or large town","Some college, but no degree",Marketing and Sales,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$70,000-$79,999",My whole life,Black or African American,Full-time,I use deodorant,3,4,1,2,I think it's catchy and young men will relate to it. It positions the product as masculine and a must-have for guys.,Somewhat Like it,Somewhat Agree,Strongly Agree,Agree,Somewhat Like it,Strongly Agree,Neutral,Somewhat Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Like it,Strongly Agree,Somewhat Agree,Strongly Agree,The new tagline is much better because it speaks to the impact that the product is already having on society. The old tagline is too potential-based and the new tagiline is clearly masculine compared to the ambigous old tagline.,7,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
598BE8FBAE8C477BA922C476C73E8110,"City 200,000+",32,"Urban – Densely populated, city or large town","Associate degree (for example: AA, AS)",Arts,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$10,000-$19,999",United States,"$10,000-$19,999",My whole life,White,Student,I use deodorant,4,3,2,1,It stands out,Somewhat Like it,Neutral,Somewhat Agree,Neutral,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Neutral,Neutral,Neutral,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,I prefer the old one,4,Somewhat Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
558C6C2E93914C0EBA625E42F900F002,"City 200,000+",32,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Government & Public Administration,In a relationship,Independent,"Yes, Mexican, Mexican Am., Chicano","I was born in the United States, but one of my parents was not","$30,000-$39,999",United States,"$60,000-$69,999",Over 20 years,American Indian or Alaska Native,Full-time,I use deodorant,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To catch the eye and excite by imagery the product,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0
7A335C41F7094ACCB109D7088BB721E2,"City 20,000 - 49,000",66,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Business Management & Administration,Widowed,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",Over 20 years,White,"Not in paid work (e.g., homemaker, disabled)",I use deodorant,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I like it a lot! It makes me feel that Axe is actively adapting to my wants and needs in regards to deodorant.,Strongly Like it,Strongly Agree,Agree,Strongly Agree,Like it,Strongly Agree,Agree,Agree,Somewhat Like it,Agree,Somewhat Agree,Agree,Somewhat Like it,Somewhat Agree,Agree,Agree,"Like I mentioned before, I like it a lot. It lets me know that Axe is actively evolving and adapting to my deodorant needs and this ensures me that I'll always be taken care of when I purchase their products.",7,Strongly Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
EB1FAEA567E44D18B944585EAD76B0F5,"City 200,000+",37,"Urban – Densely populated, city or large town","Associate degree (for example: AA, AS)",Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",My whole life,Black or African American,Part-time,I use deodorant,2,4,3,1,Not a fan.,Somewhat Dislike it,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,"It's alright, I guess.",4,Neutral,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
F8E1EDB81AD841BBAAE1013718A5B085,"City 50,000 - 99,000",23,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Social Sciences,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$40,000-$49,999",15-20 years,White,Full-time,I use deodorant,4,1,2,3,"I think it's very on-brand with its already established image, it's like a dude's fragrance/brand. When I think of this tagline I think of a lockeroom.",Dislike it,Agree,Neutral,Neutral,Like it,Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,Somewhat Like it,Agree,Agree,Somewhat Agree,"I'm not a big fan. It makes sense because it targets the correct audience, I am just not that audience.",4,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
DA67FB1DECC44BA5984D9FEDE9D21C4C,"City 200,000+",41,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Hospitality & Tourism,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$10,000-$19,999",United States,"$20,000-$29,999",My whole life,Chinese,Part-time,I use deodorant,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,it is a bit cringey,Somewhat Like it,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Like it,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Dislike it,Neutral,Somewhat Disagree,Somewhat Disagree,it is a little cringe,3,Dislike it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EF8ADA1DD96D45ECB81A2E6825203E68,"City 100,000 - 199,000",27,"Urban – Densely populated, city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Architecture and Construction,Widowed,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Part-time,I use deodorant,1,2,3,4,Axe's new tag line is very appealing.,Like it,Somewhat Agree,Agree,Neutral,Somewhat Like it,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Like it,Neutral,Somewhat Agree,Neutral,"Axe's new proposed tagline, Bro Code, appeals to guys that refer to themselves as 'dudes'. Definitely appealing and it reminds us not to take ourselves too seriously.",7,Strongly Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
7A361CB7417C4896BD29271E61927197,"City 200,000+",30,"Urban – Densely populated, city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Architecture and Construction,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$50,000-$59,999",My whole life,White,Full-time,I use deodorant,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's very good. I think it is perceived that axe is outdated and immature so to show growth is important. ,Somewhat Like it,Somewhat Agree,Neutral,Somewhat Agree,Like it,Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Like it,Agree,Agree,Agree,Very modern and improved,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
BCAED0A0534942E5844B80AD010EBB7F,"City 200,000+",40,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Retail,,Democrat,"Yes, Puerto Rican",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,Black or African American,Business Owner,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,I think that it's clever,Dislike it,Disagree,Disagree,Disagree,Dislike it,Strongly Disgaree,Strongly Disgaree,Strongly Disgaree,Neutral,Neutral,Neutral,Neutral,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,I think it's clever,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
98FB48ECFC1F4805A4D3243BC96E6AC0,"City 200,000+",32,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Finance,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$60,000-$69,999",United States,"$60,000-$69,999",My whole life,Vietnamese,Full-time,I use deodorant,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cool and signifies a sense of respect given,Strongly Like it,Agree,Strongly Agree,Agree,Like it,Strongly Agree,Agree,Agree,Like it,Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,better and feels like partnership and strengthening,7,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
BA8F3020F91340B58A68DCE3713D3864,"City 200,000+",37,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)","Transportation, Distribution & Logistics",In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$70,000-$79,999",My whole life,White,Full-time,I use deodorant,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is it going to cut my arm off?,Dislike it,Disagree,Disagree,Disagree,Like it,Somewhat Agree,Somewhat Agree,Neutral,Like it,Agree,Agree,Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,0,0,0
D20BE2996D7E48BE80E6F0C75E62D2CE,"City 200,000+",18,"Urban – Densely populated, city or large town","Some college, but no degree",Retail,Single,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","I was born in the United States, but one of my parents was not","$10,000-$19,999",United States,"$10,000-$19,999",5-10 years,White,Part-time,I use deodorant,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It implies that it’s new but it’s not believable,Dislike it,Disagree,Strongly Disgaree,Disagree,Strongly Like it,Strongly Agree,Neutral,Agree,Like it,Strongly Agree,Agree,Agree,Like it,Strongly Agree,Strongly Agree,Strongly Agree,0,0,0
